gameDate,gamePk,gameGuid,link,gameType,season,officialDate,description,dayNight,gamedayType,doubleHeader,tiebreaker,seriesDescription,seriesGameNumber,gamesInSeries,gameNumber,status_abstractGameState,status_detailedState,venue_id,venue_name,home_team_id,home_team_name,home_team_abbreviation,home_score,home_isWinner,away_team_id,away_team_name,away_team_abbreviation,away_score,away_isWinner,playerId,fullName,firstName,lastName,primaryNumber,birthDate,currentAge,height,weight,primaryPosition_code,primaryPosition_name,batSide_code,batSide_description,pitchHand_code,pitchHand_description,gameLogSummary,atBats,hits,doubles,triples,homeRuns,rbi,runs,strikeOuts,baseOnBalls,stolenBases,caughtStealing,groundIntoDoublePlay,plateAppearances,totalBases,inningsPitched,earnedRuns,hitsAllowed,homeRunsAllowed,strikeOutsPitching,baseOnBallsPitching,pitchesThrown,wins,losses,saves,note
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,664238,Dylan Moore,Dylan,Moore,25,1992-08-02,33,"6' 1""",205,4,Second Base,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,621383,Tanner Banks,Tanner,Banks,58,1991-10-24,34,"6' 1""",205,1,Pitcher,R,Right,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,666969,Adolis García,Jose,García,53,1993-03-02,33,"6' 0""",205,9,Outfielder,R,Right,R,Right,"0-2 | BB, HBP, 2 K",2,0,0,0,0,0,0,2,1,0,0,0,4,0,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,605400,Aaron Nola,Aaron,Nola,27,1993-06-04,32,"6' 2""",200,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,641745,Brad Keller,Brad,Keller,40,1995-07-27,30,"6' 5""",255,1,Pitcher,R,Right,R,Right,"1.0 IP, ER, 2 K, BB",,,,,,,,,,,,,,,1.0,1,2,0,2,1,28,0,0,0,"(H, 4)"
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,607208,Trea Turner,Trea,Turner,7,1993-06-30,32,"6' 1""",185,6,Shortstop,R,Right,R,Right,0-4 | 2 K,4,0,0,0,0,0,0,2,0,0,0,0,4,0,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,691725,Andrew Painter,Andrew,Painter,24,2003-04-10,23,"6' 7""",215,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,694851,Andrew Hoffmann,Andrew,Hoffmann,56,2000-02-02,26,"6' 5""",210,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,593958,Eduardo Rodriguez,Eduardo,Rodriguez,57,1993-04-07,33,"6' 2""",231,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,666661,Juan Morillo,Juan,Morillo,62,1999-03-19,27,"6' 1""",150,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,694374,Tim Tawa,Timothy,Tawa,13,1999-04-07,27,"5' 11""",196,4,Second Base,R,Right,R,Right,"0-3 | BB, K, CS",3,0,0,0,0,0,0,1,1,0,1,0,4,0,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,694297,Brandon Pfaadt,Brandon,Pfaadt,32,1998-10-15,27,"6' 4""",220,1,Pitcher,R,Right,R,Right,"6.0 IP, 3 ER, 6 K, 3 BB",,,,,,,,,,,,,,,6.0,3,5,2,6,3,101,0,1,0,"(L, 0-1)"
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,680728,Adrian Del Castillo,Adrian,Del Castillo,25,1999-09-27,26,"5' 9""",208,2,Catcher,L,Left,R,Right,3-4 | RBI,4,3,0,0,0,1,0,0,0,0,0,0,4,3,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,688497,Taylor Rashi,Taylor,Rashi,54,1996-01-15,30,"6' 4""",220,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,571448,Nolan Arenado,Nolan,Arenado,28,1991-04-16,34,"6' 2""",215,5,Third Base,R,Right,R,Right,0-4 | 2 K,4,0,0,0,0,0,0,2,0,0,0,0,4,0,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,656464,Kevin Ginkel,Kevin,Ginkel,37,1994-03-24,32,"6' 4""",235,1,Pitcher,L,Left,R,Right,"1.0 IP, 0 ER, 2 K, BB",,,,,,,,,,,,,,,1.0,0,0,0,2,1,17,0,0,0,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,606466,Ketel Marte,Ketel,Marte,4,1993-10-12,32,"6' 0""",210,4,Second Base,S,Switch,R,Right,"1-4 | HR, RBI, R",4,1,0,0,1,1,1,0,0,0,0,1,4,4,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,663609,Luken Baker,Luken,Baker,21,1997-03-10,29,"6' 4""",285,3,First Base,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,642528,Jonathan Loáisiga,Jonathan,Loáisiga,43,1994-11-02,31,"5' 11""",195,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,545121,Ildemaro Vargas,Ildemaro,Vargas,6,1991-07-16,34,"5' 11""",202,4,Second Base,S,Switch,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,669194,Ryne Nelson,Ryne,Nelson,19,1998-02-01,28,"6' 3""",184,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,672695,Geraldo Perdomo,Geraldo,Perdomo,2,1999-10-22,26,"6' 2""",203,6,Shortstop,S,Switch,R,Right,"0-3 | BB, K, R",3,0,0,0,0,0,1,1,1,0,0,0,4,0,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,699912,Jose Fernandez,Jose,Fernandez,11,2003-09-22,22,"6' 3""",165,6,Shortstop,R,Right,R,Right,"1-4 | 2 K, RBI",4,1,0,0,0,1,0,2,0,0,0,0,4,1,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,623149,Paul Sewald,Paul,Sewald,38,1990-05-26,35,"6' 3""",219,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,647336,Michael Soroka,Michael,Soroka,34,1997-08-04,28,"6' 5""",250,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,672515,Gabriel Moreno,Gabriel,Moreno,14,2000-02-14,26,"5' 9""",195,2,Catcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,682998,Corbin Carroll,Corbin,Carroll,7,2000-08-21,25,"5' 10""",165,9,Outfielder,L,Left,L,Left,"0-3 | BB, 2 K, R",3,0,0,0,0,0,1,2,1,0,0,0,4,0,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,664199,Taylor Clarke,Taylor,Clarke,45,1993-05-13,32,"6' 3""",210,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,668678,Zac Gallen,Zachary,Gallen,23,1995-08-03,30,"6' 2""",189,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,657044,Ryan Thompson,Ryan,Thompson,81,1992-06-26,33,"6' 5""",210,1,Pitcher,R,Right,R,Right,"1.0 IP, 0 ER, 3 K, 0 BB",,,,,,,,,,,,,,,1.0,0,0,0,3,0,20,0,0,0,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,543510,James McCann,James,McCann,8,1990-06-13,35,"6' 2""",235,2,Catcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,677950,Alek Thomas,Alek,Thomas,5,2000-04-28,25,"5' 9""",175,8,Outfielder,L,Left,L,Left,"1-3 | 2B, HBP, K",3,1,1,0,0,0,0,1,0,1,0,0,4,2,,,,,,,,,,,
2026-04-11,823480,7b908a98-88a2-4d00-b9fa-bede54539710,/api/v1.1/game/823480/feed/live,R,2026,2026-04-11,,day,P,N,N,Regular Season,2,3,1,Final,Final,2681,Citizens Bank Park,143,Philadelphia Phillies,PHI,4,True,109,Arizona Diamondbacks,AZ,3,False,678489,Jorge Barrosa,Jorge,Barrosa,1,2001-02-17,25,"5' 6""",165,7,Outfielder,S,Switch,L,Left,1-4 | 2 K,4,1,0,0,0,0,0,2,0,0,0,0,4,1,,,,,,,,,,,
