gameDate,gamePk,gameGuid,link,gameType,season,officialDate,description,dayNight,gamedayType,doubleHeader,tiebreaker,seriesDescription,seriesGameNumber,gamesInSeries,gameNumber,status_abstractGameState,status_detailedState,venue_id,venue_name,home_team_id,home_team_name,home_team_abbreviation,home_score,home_isWinner,away_team_id,away_team_name,away_team_abbreviation,away_score,away_isWinner,playerId,fullName,firstName,lastName,primaryNumber,birthDate,currentAge,height,weight,primaryPosition_code,primaryPosition_name,batSide_code,batSide_description,pitchHand_code,pitchHand_description,gameLogSummary,atBats,hits,doubles,triples,homeRuns,rbi,runs,strikeOuts,baseOnBalls,stolenBases,caughtStealing,groundIntoDoublePlay,plateAppearances,totalBases,inningsPitched,earnedRuns,hitsAllowed,homeRunsAllowed,strikeOutsPitching,baseOnBallsPitching,pitchesThrown,wins,losses,saves,note
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,596133,Luke Weaver,Luke,Weaver,30,1993-08-21,32,"6' 2""",180,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,701807,Carson Benge,Carson,Benge,3,2003-01-20,23,"6' 1""",184,O,Outfield,L,Left,R,Right,"1-3 | HR, 2 BB, 2 K",3,1,0,0,1,1,2,2,2,1,0,0,5,4,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,642207,Devin Williams,Devin,Williams,38,1994-09-21,31,"6' 2""",193,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,673540,Kodai Senga,Kodai,Senga,34,1993-01-30,33,"6' 1""",202,1,Pitcher,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,543760,Marcus Semien,Marcus,Semien,10,1990-09-17,35,"6' 0""",195,4,Second Base,R,Right,R,Right,"2-5 | 2B, K, RBI",5,2,1,0,0,1,0,1,0,0,0,0,5,3,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,656849,David Peterson,David,Peterson,23,1995-09-03,30,"6' 6""",240,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,642547,Freddy Peralta,Freddy,Peralta,51,1996-06-04,29,"6' 0""",198,1,Pitcher,R,Right,R,Right,"5.0 IP, 4 ER, 7 K, 0 BB",,,,,,,,,,,,,,,5.0,4,6,2,7,0,80,1,0,0,"(W, 1-0)"
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,605280,Clay Holmes,Clayton,Holmes,35,1993-03-27,33,"6' 5""",245,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,596019,Francisco Lindor,Francisco,Lindor,12,1993-11-14,32,"5' 10""",190,6,Shortstop,S,Switch,R,Right,"0-2 | 3 BB, 3 R",2,0,0,0,0,0,3,0,3,0,0,0,5,0,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,665742,Juan Soto,Juan,Soto,22,1998-10-25,27,"6' 1""",224,9,Outfielder,L,Left,L,Left,"2-4 | BB, RBI, R",4,2,0,0,0,1,1,0,1,0,0,0,5,2,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,548384,Brooks Raley,Brooks,Raley,25,1988-06-29,37,"6' 3""",200,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,593871,Jorge Polanco,Jorge,Polanco,11,1993-07-05,32,"6' 0""",208,4,Second Base,S,Switch,R,Right,"1-3 | 2 BB, K, RBI",3,1,0,0,0,1,1,1,2,0,0,0,5,1,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,690997,Nolan McLean,Nolan,McLean,26,2001-07-24,24,"6' 2""",214,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,472610,Luis García,Luis,García,40,1987-01-30,39,"6' 2""",240,1,Pitcher,R,Right,R,Right,"1.0 IP, 2 ER, 2 K, 0 BB",,,,,,,,,,,,,,,1.0,2,3,0,2,0,20,0,0,0,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,673357,Luis Robert Jr.,Luis,Robert,88,1997-08-03,28,"6' 2""",225,8,Outfielder,R,Right,R,Right,"2-4 | BB, K, 2 RBI",4,2,0,0,0,2,1,1,1,0,0,0,5,2,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,676724,Jared Young,Jared,Young,29,1995-07-09,30,"6' 2""",200,7,Outfielder,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,694973,Paul Skenes,Paul,Skenes,30,2002-05-29,23,"6' 6""",260,1,Pitcher,R,Right,R,Right,"0.2 IP, 5 ER, K, 2 BB",,,,,,,,,,,,,,,0.2,5,4,0,1,2,37,0,1,0,"(L, 0-1)"
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,694377,Nick Yorke,Nicholas,Yorke,38,2002-04-02,24,"5' 11""",220,4,Second Base,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,687462,Spencer Horwitz,Spencer,Horwitz,2,1997-11-14,28,"5' 10""",204,3,First Base,L,Left,R,Right,0-4 | K,4,0,0,0,0,0,0,1,0,0,0,0,4,0,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,664040,Brandon Lowe,Brandon,Lowe,5,1994-07-06,31,"5' 9""",181,4,Second Base,L,Left,R,Right,"2-4 | 2 HR, 3 RBI, 2 R",4,2,0,0,2,3,2,0,0,0,0,0,4,8,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,668804,Bryan Reynolds,Bryan,Reynolds,10,1995-01-27,31,"6' 2""",210,9,Outfielder,S,Switch,R,Right,1-4 | 2 K,4,1,0,0,0,0,0,2,0,0,0,0,4,1,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,663698,Joey Bart,Joseph,Bart,14,1996-12-15,29,"6' 2""",242,2,Catcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,665833,Oneil Cruz,Oneil,Cruz,15,1998-10-04,27,"6' 7""",248,8,Outfielder,L,Left,R,Right,"1-5 | 3 K, R",5,1,0,0,0,0,1,3,0,0,0,0,5,1,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,642397,Gregory Soto,Gregory,Soto,31,1995-02-11,31,"6' 1""",247,1,Pitcher,L,Left,L,Left,"1.0 IP, 0 ER, 2 K, 0 BB",,,,,,,,,,,,,,,1.0,0,0,0,2,0,8,0,0,0,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,682254,Mason Montgomery,Mason,Montgomery,46,2000-06-17,25,"6' 2""",205,1,Pitcher,L,Left,L,Left,"1.1 IP, 2 ER, 2 K, 3 BB",,,,,,,,,,,,,,,1.1,2,1,0,2,3,42,0,0,0,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,669707,Jared Triolo,Jared,Triolo,19,1998-02-08,28,"6' 3""",212,6,Shortstop,R,Right,R,Right,"1-4 | 2B, K, R",4,1,1,0,0,0,1,1,0,0,0,0,4,2,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,663968,Jake Mangum,Jake,Mangum,28,1996-03-08,30,"5' 11""",191,7,Outfielder,S,Switch,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,656605,Mitch Keller,Mitch,Keller,23,1996-04-04,30,"6' 3""",213,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,670990,Yohan Ramírez,Yohan,Ramírez,49,1995-05-06,30,"6' 3""",205,1,Pitcher,R,Right,R,Right,"2.1 IP, 0 ER, 3 K, BB",,,,,,,,,,,,,,,2.1,0,1,0,3,1,37,0,0,0,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,676755,Isaac Mattson,Isaac,Mattson,72,1995-07-14,30,"6' 2""",214,1,Pitcher,R,Right,R,Right,"0.2 IP, 2 ER, K, 2 BB",,,,,,,,,,,,,,,0.2,2,3,0,1,2,36,0,0,0,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,696149,Bubba Chandler,Roy,Chandler,36,2002-09-14,23,"6' 3""",206,1,Pitcher,S,Switch,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,695257,Billy Cook,William,Cook,25,1999-01-07,27,"6' 0""",204,O,Outfield,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,669387,Carmen Mlodzinski,Carmen,Mlodzinski,50,1999-02-19,27,"6' 2""",210,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,642701,Dennis Santana,Dennis,Santana,60,1996-04-12,30,"6' 2""",202,1,Pitcher,R,Right,R,Right,"1.0 IP, 0 ER, K, BB",,,,,,,,,,,,,,,1.0,0,0,0,1,1,18,0,0,0,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,680779,Henry Davis,Henry,Davis,32,1999-09-21,26,"5' 11""",225,2,Catcher,R,Right,R,Right,"1-4 | 2B, RBI",4,1,1,0,0,1,0,0,0,0,0,0,4,2,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,664875,Justin Lawrence,Justin,Lawrence,61,1994-11-25,31,"6' 3""",211,1,Pitcher,R,Right,R,Right,"1.0 IP, 2 ER, 0 K, 0 BB",,,,,,,,,,,,,,,1.0,2,2,2,0,0,14,0,0,0,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,664353,José Urquidy,José,Urquidy,65,1995-05-01,30,"6' 0""",225,1,Pitcher,R,Right,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,682995,Hunter Barco,Hunter,Barco,45,2000-12-15,25,"6' 4""",229,1,Pitcher,L,Left,L,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,656811,Ryan O'Hearn,Ryan,O'Hearn,29,1993-07-26,32,"6' 2""",220,3,First Base,L,Left,L,Left,"2-4 | HR, K, RBI",4,2,0,0,1,1,2,1,0,0,0,0,4,5,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,542303,Marcell Ozuna,Marcell,Ozuna,24,1990-11-12,35,"6' 1""",251,10,Designated Hitter,R,Right,R,Right,0-4 | K,4,0,0,0,0,0,0,1,0,0,0,0,4,0,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,693304,Nick Gonzales,Nicholas,Gonzales,3,1999-05-27,26,"5' 8""",193,4,Second Base,R,Right,R,Right,"2-4 | 2B, K, 2 RBI",4,2,1,0,0,2,1,1,0,0,0,0,4,3,,,,,,,,,,,
2026-03-26,823649,323f3bf8-6ef7-46c5-8dbd-8f5b18378215,/api/v1.1/game/823649/feed/live,R,2026,2026-03-26,Mets Home Opener,day,P,N,N,Regular Season,1,3,1,Final,Final,3289,Citi Field,121,New York Mets,NYM,11,True,134,Pittsburgh Pirates,PIT,7,False,677952,Braxton Ashcraft,Braxton,Ashcraft,35,1999-10-05,26,"6' 5""",218,1,Pitcher,L,Left,R,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
